LoanID,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,AppraisalDate,AppraiserID,ZestimateValue
LN-00287,Townhouse,495000.0,0.97,High (>85%),PA,2023-11-17,AP-21,504000.0
LN-00288,Single Family,166000.0,0.85,Medium (70-85%),CA,2018-05-15,AP-43,173000.0
LN-00289,Multi-Family,329000.0,0.62,Low (<70%),TX,2022-12-13,AP-45,321000.0
LN-00290,Condo,670000.0,0.77,Medium (70-85%),MD,2018-01-23,AP-44,662000.0
LN-00291,Multi-Family,1083000.0,0.69,Low (<70%),MA,2019-12-05,AP-24,1127000.0
LN-00292,Multi-Family,668000.0,0.88,High (>85%),MA,2021-10-01,AP-54,660000.0
LN-00293,Condo,543000.0,0.84,Medium (70-85%),FL,2020-04-19,AP-80,543000.0
LN-00294,Condo,631000.0,0.62,Low (<70%),IL,2018-07-02,AP-69,623000.0
LN-00295,Multi-Family,655000.0,0.93,High (>85%),MI,2018-12-19,AP-67,659000.0
LN-00296,Multi-Family,1157000.0,0.56,Low (<70%),NJ,2020-12-02,AP-91,1188000.0
LN-00297,Single Family,934000.0,0.58,Low (<70%),MA,2021-05-06,AP-17,935000.0
LN-00298,Multi-Family,810000.0,0.82,Medium (70-85%),MA,2018-10-03,AP-70,841000.0
LN-00299,Townhouse,697000.0,0.75,Medium (70-85%),CA,2019-06-18,AP-53,712000.0
LN-00300,Condo,576000.0,0.76,Medium (70-85%),AZ,2021-09-18,AP-73,582000.0
LN-00301,Single Family,323000.0,0.94,High (>85%),MA,2023-05-02,AP-27,336000.0
LN-00302,Multi-Family,901000.0,0.69,Low (<70%),TX,2021-01-24,AP-66,886000.0
LN-00303,Single Family,763000.0,0.87,High (>85%),AZ,2022-04-13,AP-31,799000.0
LN-00304,Townhouse,524000.0,0.85,Medium (70-85%),NV,2018-12-17,AP-92,536000.0
LN-00305,Single Family,725000.0,0.69,Low (<70%),GA,2018-10-31,AP-14,731000.0
LN-00306,Single Family,949000.0,0.83,Medium (70-85%),MA,2022-06-24,AP-77,928000.0
LN-00307,Condo,1145000.0,0.77,Medium (70-85%),CA,2019-09-23,AP-68,1164000.0
LN-00308,Condo,756000.0,0.64,Low (<70%),NJ,2022-09-22,AP-55,769000.0
LN-00309,Condo,1170000.0,0.73,Medium (70-85%),IL,2023-06-05,AP-88,1203000.0
LN-00310,Single Family,119000.0,0.72,Medium (70-85%),AZ,2022-01-07,AP-94,120000.0
LN-00311,Single Family,993000.0,0.76,Medium (70-85%),NV,2019-05-30,AP-21,1024000.0
LN-00312,Single Family,447000.0,0.91,High (>85%),FL,2023-05-27,AP-12,438000.0
LN-00313,Single Family,823000.0,0.88,High (>85%),TX,2024-02-07,AP-96,832000.0
LN-00314,Condo,824000.0,0.82,Medium (70-85%),NY,2020-03-16,AP-63,812000.0
LN-00315,Multi-Family,963000.0,0.76,Medium (70-85%),TX,2023-05-28,AP-47,955000.0
LN-00316,Single Family,1009000.0,0.66,Low (<70%),CA,2018-08-16,AP-21,1015000.0
LN-00317,Single Family,951000.0,0.88,High (>85%),GA,2022-07-31,AP-46,988000.0
LN-00318,Condo,1107000.0,0.75,Medium (70-85%),GA,2020-07-21,AP-65,1132000.0
LN-00319,Single Family,1365000.0,0.65,Low (<70%),GA,2022-05-22,AP-33,1342000.0
LN-00320,Townhouse,248000.0,0.65,Low (<70%),NJ,2023-08-10,AP-25,252000.0
LN-00321,Condo,926000.0,0.77,Medium (70-85%),NC,2023-05-29,AP-91,957000.0
LN-00322,Townhouse,898000.0,0.93,High (>85%),NY,2019-05-25,AP-42,909000.0
LN-00323,Condo,458000.0,0.8,Medium (70-85%),MA,2022-11-21,AP-82,463000.0
LN-00324,Townhouse,372000.0,0.97,High (>85%),FL,2019-09-27,AP-87,386000.0
LN-00325,Townhouse,481000.0,0.73,Medium (70-85%),OH,2022-12-31,AP-19,494000.0
LN-00326,Townhouse,804000.0,0.77,Medium (70-85%),MD,2020-01-21,AP-54,797000.0
LN-00327,Single Family,283000.0,0.88,High (>85%),FL,2018-06-17,AP-76,281000.0
LN-00328,Condo,197000.0,0.88,High (>85%),AZ,2023-05-04,AP-66,201000.0
LN-00329,Townhouse,710000.0,0.79,Medium (70-85%),OH,2023-01-04,AP-88,694000.0
LN-00330,Single Family,224000.0,0.85,Medium (70-85%),MI,2021-04-05,AP-10,220000.0
LN-00331,Condo,450000.0,0.94,High (>85%),MD,2022-02-23,AP-11,458000.0
LN-00332,Multi-Family,1068000.0,0.57,Low (<70%),GA,2024-01-04,AP-38,1098000.0
LN-00333,Condo,672000.0,0.67,Low (<70%),MD,2021-12-02,AP-20,684000.0
LN-00334,Condo,1381000.0,0.63,Low (<70%),OH,2023-05-10,AP-72,1374000.0
LN-00335,Multi-Family,156000.0,0.95,High (>85%),PA,2020-04-23,AP-72,162000.0
LN-00336,Multi-Family,1014000.0,0.71,Medium (70-85%),CA,2023-04-24,AP-17,1056000.0
LN-00337,Townhouse,682000.0,0.77,Medium (70-85%),MI,2023-12-07,AP-46,680000.0
LN-00338,Single Family,991000.0,0.9,High (>85%),GA,2020-08-13,AP-35,970000.0
LN-00339,Multi-Family,974000.0,0.77,Medium (70-85%),IL,2019-03-23,AP-30,950000.0
LN-00340,Single Family,1268000.0,0.62,Low (<70%),NV,2022-09-20,AP-21,1270000.0
LN-00341,Multi-Family,1104000.0,0.67,Low (<70%),TX,2023-09-27,AP-58,1133000.0
LN-00342,Condo,369000.0,0.81,Medium (70-85%),MA,2018-12-07,AP-51,373000.0
LN-00343,Townhouse,307000.0,0.6,Low (<70%),MA,2020-09-19,AP-53,311000.0
LN-00344,Condo,804000.0,0.79,Medium (70-85%),OH,2024-04-13,AP-76,827000.0
LN-00345,Condo,871000.0,0.84,Medium (70-85%),MI,2022-05-19,AP-42,873000.0
LN-00346,Single Family,571000.0,0.84,Medium (70-85%),CA,2018-11-20,AP-18,585000.0
LN-00347,Single Family,822000.0,0.89,High (>85%),CA,2022-08-29,AP-52,856000.0
LN-00348,Condo,567000.0,0.63,Low (<70%),NV,2024-02-17,AP-64,587000.0
LN-00349,Townhouse,698000.0,0.85,Medium (70-85%),MI,2017-12-31,AP-67,710000.0
LN-00350,Condo,952000.0,0.91,High (>85%),NV,2019-05-25,AP-26,988000.0
LN-00351,Townhouse,684000.0,0.55,Low (<70%),AZ,2019-09-02,AP-56,691000.0
LN-00352,Multi-Family,180000.0,0.86,High (>85%),FL,2020-02-29,AP-70,185000.0
LN-00353,Multi-Family,549000.0,0.81,Medium (70-85%),NJ,2021-09-22,AP-83,567000.0
LN-00354,Multi-Family,432000.0,0.62,Low (<70%),PA,2019-01-13,AP-11,431000.0
LN-00355,Single Family,879000.0,0.85,Medium (70-85%),FL,2019-05-13,AP-85,875000.0
LN-00356,Single Family,1050000.0,0.64,Low (<70%),TX,2019-07-19,AP-72,1082000.0
LN-00357,Condo,238000.0,0.68,Low (<70%),IL,2022-03-04,AP-55,247000.0
LN-00358,Multi-Family,700000.0,0.87,High (>85%),MI,2021-02-02,AP-41,719000.0
LN-00359,Townhouse,751000.0,0.77,Medium (70-85%),NV,2022-03-20,AP-44,777000.0
LN-00360,Single Family,273000.0,0.63,Low (<70%),IL,2018-09-11,AP-57,282000.0
LN-00361,Condo,982000.0,0.8,Medium (70-85%),OH,2021-12-24,AP-97,957000.0
LN-00362,Townhouse,742000.0,0.96,High (>85%),GA,2018-07-11,AP-17,751000.0
LN-00363,Multi-Family,644000.0,0.63,Low (<70%),NY,2023-06-23,AP-65,637000.0
LN-00364,Multi-Family,881000.0,0.59,Low (<70%),OH,2021-01-10,AP-21,899000.0
LN-00365,Multi-Family,314000.0,0.66,Low (<70%),MA,2018-08-06,AP-34,306000.0
LN-00366,Single Family,240000.0,0.63,Low (<70%),OH,2022-12-06,AP-64,239000.0
LN-00367,Single Family,930000.0,0.71,Medium (70-85%),CA,2019-09-25,AP-18,973000.0
LN-00368,Townhouse,871000.0,0.77,Medium (70-85%),PA,2019-05-02,AP-61,879000.0
LN-00369,Single Family,122000.0,0.85,Medium (70-85%),IL,2020-11-14,AP-83,127000.0
LN-00370,Condo,658000.0,0.74,Medium (70-85%),IL,2018-05-21,AP-38,648000.0
LN-00371,Townhouse,171000.0,0.96,High (>85%),NY,2019-03-12,AP-64,178000.0
LN-00372,Condo,497000.0,0.94,High (>85%),NJ,2019-08-05,AP-80,514000.0
LN-00373,Townhouse,305000.0,0.93,High (>85%),MI,2021-05-10,AP-80,319000.0
LN-00374,Single Family,1036000.0,0.61,Low (<70%),PA,2020-05-16,AP-36,1066000.0
LN-00375,Multi-Family,975000.0,0.81,Medium (70-85%),OH,2021-04-05,AP-65,1021000.0
LN-00376,Multi-Family,934000.0,0.58,Low (<70%),MD,2020-07-21,AP-89,969000.0
LN-00377,Townhouse,812000.0,0.65,Low (<70%),PA,2019-06-13,AP-69,825000.0
LN-00378,Townhouse,633000.0,0.95,High (>85%),NV,2017-11-11,AP-62,629000.0
LN-00379,Condo,1056000.0,0.64,Low (<70%),NJ,2023-11-06,AP-45,1066000.0
LN-00380,Single Family,277000.0,0.71,Medium (70-85%),NY,2018-05-29,AP-68,282000.0
LN-00381,Condo,825000.0,0.84,Medium (70-85%),CA,2023-07-09,AP-46,808000.0
LN-00382,Single Family,470000.0,0.93,High (>85%),OH,2020-07-24,AP-16,485000.0
LN-00383,Townhouse,1120000.0,0.61,Low (<70%),MI,2020-12-18,AP-78,1157000.0
LN-00384,Condo,265000.0,0.63,Low (<70%),NJ,2021-05-28,AP-10,277000.0
LN-00385,Single Family,495000.0,0.93,High (>85%),PA,2018-10-19,AP-71,509000.0
LN-00386,Condo,911000.0,0.84,Medium (70-85%),NV,2018-10-18,AP-80,941000.0
LN-00387,Single Family,346000.0,0.94,High (>85%),IL,2019-10-12,AP-63,352000.0
LN-00388,Townhouse,603000.0,0.88,High (>85%),FL,2018-12-30,AP-48,612000.0
LN-00389,Multi-Family,1108000.0,0.65,Low (<70%),MA,2020-01-27,AP-79,1150000.0
LN-00390,Townhouse,389000.0,0.75,Medium (70-85%),OH,2018-01-16,AP-35,393000.0
LN-00391,Multi-Family,172000.0,0.9,High (>85%),PA,2021-07-16,AP-57,180000.0
LN-00392,Single Family,572000.0,0.76,Medium (70-85%),NV,2023-05-31,AP-27,567000.0
LN-00393,Multi-Family,395000.0,0.59,Low (<70%),PA,2019-07-25,AP-82,414000.0
LN-00394,Townhouse,1297000.0,0.62,Low (<70%),MI,2018-10-19,AP-78,1267000.0
LN-00395,Single Family,1005000.0,0.73,Medium (70-85%),FL,2023-11-07,AP-72,996000.0
LN-00396,Single Family,901000.0,0.8,Medium (70-85%),FL,2024-02-07,AP-38,876000.0
LN-00397,Townhouse,905000.0,0.63,Low (<70%),OH,2020-12-21,AP-75,943000.0
LN-00398,Single Family,957000.0,0.94,High (>85%),MI,2019-01-06,AP-64,991000.0
LN-00399,Townhouse,1015000.0,0.82,Medium (70-85%),OH,2020-04-06,AP-21,1010000.0
LN-00400,Townhouse,615000.0,0.92,High (>85%),NV,2021-10-27,AP-17,644000.0
LN-00401,Townhouse,623000.0,0.87,High (>85%),MI,2020-01-04,AP-86,644000.0
LN-00402,Condo,132000.0,0.84,Medium (70-85%),FL,2020-03-30,AP-45,138000.0
LN-00403,Condo,285000.0,0.86,High (>85%),NJ,2019-10-05,AP-33,292000.0
LN-00404,Townhouse,968000.0,0.68,Low (<70%),TX,2019-02-15,AP-33,1005000.0
LN-00405,Single Family,1021000.0,0.61,Low (<70%),GA,2021-08-31,AP-17,1045000.0
LN-00406,Townhouse,914000.0,0.95,High (>85%),NJ,2019-11-12,AP-68,940000.0
LN-00407,Multi-Family,709000.0,0.55,Low (<70%),FL,2021-02-20,AP-30,732000.0
LN-00408,Townhouse,1356000.0,0.66,Low (<70%),AZ,2018-03-09,AP-67,1321000.0
LN-00409,Condo,633000.0,0.86,High (>85%),PA,2019-06-16,AP-75,653000.0
LN-00410,Single Family,307000.0,0.71,Medium (70-85%),FL,2018-11-01,AP-63,310000.0
LN-00411,Single Family,339000.0,0.84,Medium (70-85%),MA,2020-09-04,AP-22,348000.0
LN-00412,Condo,565000.0,0.75,Medium (70-85%),CA,2022-06-30,AP-31,552000.0
LN-00413,Townhouse,874000.0,0.87,High (>85%),NV,2024-03-30,AP-20,855000.0
LN-00414,Condo,832000.0,0.93,High (>85%),PA,2021-06-07,AP-60,830000.0
LN-00415,Townhouse,616000.0,0.63,Low (<70%),NC,2023-12-26,AP-67,636000.0
LN-00416,Multi-Family,1002000.0,0.81,Medium (70-85%),MD,2022-08-18,AP-46,993000.0
LN-00417,Townhouse,190000.0,0.86,High (>85%),MA,2019-12-28,AP-95,186000.0
LN-00418,Multi-Family,230000.0,0.69,Low (<70%),CA,2023-12-03,AP-69,235000.0
LN-00419,Single Family,203000.0,0.75,Medium (70-85%),MD,2023-02-23,AP-81,209000.0
LN-00420,Townhouse,1074000.0,0.82,Medium (70-85%),MA,2019-03-16,AP-95,1082000.0
LN-00421,Single Family,396000.0,0.75,Medium (70-85%),MI,2022-04-06,AP-81,393000.0
LN-00422,Multi-Family,442000.0,0.67,Low (<70%),NV,2020-05-19,AP-76,453000.0
LN-00423,Townhouse,566000.0,0.64,Low (<70%),OH,2020-05-26,AP-64,554000.0
LN-00424,Single Family,741000.0,0.7,Low (<70%),NJ,2023-03-12,AP-78,748000.0
LN-00425,Condo,1206000.0,0.68,Low (<70%),NJ,2023-07-10,AP-34,1266000.0
LN-00426,Single Family,1249000.0,0.71,Medium (70-85%),NV,2019-12-03,AP-77,1224000.0
LN-00427,Single Family,1020000.0,0.74,Medium (70-85%),IL,2020-10-08,AP-39,994000.0
LN-00428,Condo,599000.0,0.89,High (>85%),NY,2023-09-28,AP-61,605000.0
LN-00429,Single Family,924000.0,0.78,Medium (70-85%),CA,2019-07-10,AP-42,935000.0
LN-00430,Single Family,872000.0,0.83,Medium (70-85%),NV,2021-08-21,AP-41,899000.0
LN-00431,Townhouse,731000.0,0.64,Low (<70%),OH,2022-05-06,AP-29,724000.0
LN-00432,Single Family,618000.0,0.57,Low (<70%),MI,2023-02-16,AP-27,614000.0
LN-00433,Single Family,506000.0,0.65,Low (<70%),MD,2023-05-22,AP-53,492000.0
LN-00434,Single Family,999000.0,0.88,High (>85%),FL,2021-06-02,AP-41,1032000.0
LN-00435,Single Family,444000.0,0.57,Low (<70%),NV,2023-03-14,AP-81,433000.0
LN-00436,Townhouse,219000.0,0.96,High (>85%),NV,2023-07-03,AP-92,227000.0
LN-00437,Single Family,261000.0,0.94,High (>85%),MD,2018-02-23,AP-67,258000.0
LN-00438,Townhouse,803000.0,0.94,High (>85%),MD,2019-03-12,AP-50,795000.0
LN-00439,Single Family,294000.0,0.77,Medium (70-85%),FL,2024-01-31,AP-10,306000.0
LN-00440,Single Family,1112000.0,0.58,Low (<70%),MI,2022-02-21,AP-38,1138000.0
LN-00441,Townhouse,964000.0,0.66,Low (<70%),MA,2022-07-04,AP-18,955000.0
LN-00442,Townhouse,910000.0,0.63,Low (<70%),TX,2020-08-18,AP-32,950000.0
LN-00443,Multi-Family,572000.0,0.68,Low (<70%),MA,2020-09-17,AP-70,569000.0
LN-00444,Multi-Family,483000.0,0.84,Medium (70-85%),MD,2023-08-08,AP-89,503000.0
LN-00445,Townhouse,417000.0,0.78,Medium (70-85%),TX,2018-07-23,AP-30,434000.0
LN-00446,Townhouse,382000.0,0.77,Medium (70-85%),NC,2021-03-12,AP-48,376000.0
LN-00447,Multi-Family,356000.0,0.96,High (>85%),NV,2018-02-02,AP-29,372000.0
LN-00448,Townhouse,1021000.0,0.67,Low (<70%),NJ,2024-04-27,AP-36,1065000.0
LN-00449,Townhouse,701000.0,0.86,High (>85%),NC,2021-10-15,AP-71,706000.0
LN-00450,Condo,250000.0,0.64,Low (<70%),NC,2020-08-27,AP-25,258000.0
LN-00451,Townhouse,430000.0,0.61,Low (<70%),TX,2021-03-15,AP-52,436000.0
LN-00452,Single Family,793000.0,0.58,Low (<70%),CA,2018-06-11,AP-47,800000.0
LN-00453,Single Family,1114000.0,0.71,Medium (70-85%),MD,2021-03-08,AP-99,1122000.0
LN-00454,Condo,1071000.0,0.83,Medium (70-85%),MI,2023-01-17,AP-18,1061000.0
LN-00455,Multi-Family,642000.0,0.93,High (>85%),NC,2018-07-11,AP-50,666000.0
LN-00456,Multi-Family,226000.0,0.93,High (>85%),OH,2018-10-17,AP-80,231000.0
LN-00457,Multi-Family,1430000.0,0.61,Low (<70%),NV,2018-03-15,AP-67,1475000.0
LN-00458,Multi-Family,652000.0,0.79,Medium (70-85%),NJ,2017-12-11,AP-95,669000.0
LN-00459,Single Family,238000.0,0.69,Low (<70%),GA,2021-04-26,AP-17,249000.0
LN-00460,Condo,667000.0,0.76,Medium (70-85%),PA,2022-09-08,AP-72,692000.0
LN-00461,Townhouse,322000.0,0.73,Medium (70-85%),AZ,2022-06-10,AP-64,326000.0
LN-00462,Townhouse,102000.0,0.96,High (>85%),AZ,2019-03-04,AP-88,105000.0
LN-00463,Townhouse,672000.0,0.88,High (>85%),TX,2018-04-28,AP-16,681000.0
LN-00464,Condo,568000.0,0.69,Low (<70%),NV,2023-02-04,AP-89,587000.0
LN-00465,Multi-Family,1112000.0,0.56,Low (<70%),TX,2020-11-19,AP-18,1112000.0
LN-00466,Single Family,652000.0,0.9,High (>85%),IL,2019-01-13,AP-16,646000.0
LN-00467,Condo,1111000.0,0.79,Medium (70-85%),IL,2022-06-27,AP-16,1154000.0
LN-00468,Townhouse,776000.0,0.83,Medium (70-85%),NC,2020-05-26,AP-65,797000.0
LN-00469,Townhouse,361000.0,0.56,Low (<70%),IL,2023-07-03,AP-15,378000.0
LN-00470,Townhouse,1335000.0,0.66,Low (<70%),MA,2018-06-15,AP-80,1385000.0
LN-00471,Condo,441000.0,0.85,Medium (70-85%),MA,2022-08-16,AP-11,428000.0
LN-00472,Townhouse,306000.0,0.63,Low (<70%),NJ,2021-07-28,AP-77,314000.0
LN-00473,Townhouse,205000.0,0.76,Medium (70-85%),PA,2019-11-22,AP-66,206000.0
LN-00474,Single Family,923000.0,0.7,Low (<70%),TX,2022-08-10,AP-96,946000.0
LN-00475,Townhouse,217000.0,0.59,Low (<70%),MA,2019-08-09,AP-56,227000.0
LN-00476,Multi-Family,375000.0,0.61,Low (<70%),MA,2021-11-12,AP-95,382000.0
LN-00477,Townhouse,652000.0,0.64,Low (<70%),FL,2020-10-03,AP-24,682000.0
LN-00478,Multi-Family,691000.0,0.8,Medium (70-85%),TX,2021-08-28,AP-46,673000.0
LN-00479,Single Family,945000.0,0.66,Low (<70%),PA,2019-06-21,AP-94,931000.0
LN-00480,Single Family,489000.0,0.95,High (>85%),MI,2019-09-17,AP-75,508000.0
LN-00481,Townhouse,531000.0,0.58,Low (<70%),NC,2023-12-17,AP-99,537000.0
LN-00482,Condo,555000.0,0.8,Medium (70-85%),MI,2018-10-28,AP-80,562000.0
LN-00483,Condo,727000.0,0.95,High (>85%),PA,2022-04-23,AP-13,726000.0
LN-00484,Condo,1000000.0,0.87,High (>85%),NJ,2023-08-15,AP-37,999000.0
LN-00485,Multi-Family,789000.0,0.95,High (>85%),CA,2021-06-23,AP-51,797000.0
LN-00486,Townhouse,304000.0,0.57,Low (<70%),TX,2020-03-31,AP-20,308000.0
LN-00487,Townhouse,440000.0,0.88,High (>85%),TX,2019-10-03,AP-35,452000.0
LN-00488,Multi-Family,249000.0,0.94,High (>85%),AZ,2022-04-05,AP-38,261000.0
LN-00489,Multi-Family,656000.0,0.64,Low (<70%),NY,2019-02-22,AP-21,638000.0
LN-00490,Single Family,297000.0,0.64,Low (<70%),PA,2023-11-11,AP-22,305000.0
LN-00491,Townhouse,720000.0,0.69,Low (<70%),TX,2019-10-10,AP-10,706000.0
LN-00492,Multi-Family,983000.0,0.63,Low (<70%),NC,2021-06-23,AP-25,1029000.0
LN-00493,Condo,904000.0,0.78,Medium (70-85%),IL,2021-09-26,AP-78,889000.0
LN-00494,Townhouse,926000.0,0.62,Low (<70%),FL,2023-08-13,AP-54,947000.0
LN-00495,Multi-Family,355000.0,0.69,Low (<70%),FL,2021-02-27,AP-53,370000.0
LN-00496,Multi-Family,1047000.0,0.62,Low (<70%),IL,2019-02-15,AP-81,1079000.0
LN-00497,Townhouse,690000.0,0.96,High (>85%),OH,2023-10-19,AP-21,674000.0
LN-00498,Townhouse,105000.0,0.96,High (>85%),NV,2018-05-24,AP-87,109000.0
LN-00499,Condo,234000.0,0.56,Low (<70%),MA,2020-03-09,AP-64,237000.0
LN-00500,Single Family,890000.0,0.89,High (>85%),MD,2020-06-03,AP-99,902000.0
LN-00501,Townhouse,930000.0,0.79,Medium (70-85%),MI,2018-04-27,AP-51,913000.0
LN-00502,Single Family,163000.0,0.76,Medium (70-85%),CA,2020-01-29,AP-84,167000.0
LN-00503,Multi-Family,685000.0,0.96,High (>85%),CA,2024-01-18,AP-46,665000.0
LN-00504,Multi-Family,250000.0,0.9,High (>85%),PA,2019-12-06,AP-23,255000.0
LN-00505,Multi-Family,893000.0,0.6,Low (<70%),IL,2020-08-20,AP-39,881000.0
LN-00506,Single Family,1121000.0,0.75,Medium (70-85%),NY,2021-04-17,AP-85,1090000.0
LN-00507,Single Family,1395000.0,0.62,Low (<70%),NC,2023-06-25,AP-38,1421000.0
LN-00508,Multi-Family,386000.0,0.66,Low (<70%),MD,2021-12-18,AP-16,386000.0
LN-00509,Townhouse,569000.0,0.64,Low (<70%),NC,2020-08-09,AP-60,575000.0
LN-00510,Single Family,934000.0,0.56,Low (<70%),PA,2023-08-04,AP-47,976000.0
LN-00511,Single Family,200000.0,0.58,Low (<70%),NJ,2019-12-21,AP-81,205000.0
LN-00512,Townhouse,1116000.0,0.64,Low (<70%),NC,2018-08-25,AP-69,1105000.0
LN-00513,Multi-Family,383000.0,0.65,Low (<70%),NJ,2022-08-29,AP-29,397000.0
LN-00514,Townhouse,795000.0,0.84,Medium (70-85%),CA,2018-08-13,AP-23,810000.0
LN-00515,Single Family,424000.0,0.63,Low (<70%),OH,2022-03-14,AP-59,443000.0
LN-00516,Multi-Family,958000.0,0.66,Low (<70%),IL,2018-07-17,AP-25,1003000.0
LN-00517,Condo,820000.0,0.6,Low (<70%),NV,2021-04-05,AP-92,823000.0
LN-00518,Townhouse,1160000.0,0.65,Low (<70%),TX,2019-07-25,AP-44,1156000.0
LN-00519,Condo,984000.0,0.79,Medium (70-85%),NC,2019-05-24,AP-65,971000.0
LN-00520,Condo,276000.0,0.71,Medium (70-85%),NJ,2024-03-25,AP-26,283000.0
LN-00521,Townhouse,989000.0,0.83,Medium (70-85%),OH,2022-07-09,AP-68,980000.0
LN-00522,Townhouse,992000.0,0.77,Medium (70-85%),PA,2019-12-12,AP-60,995000.0
LN-00523,Townhouse,610000.0,0.87,High (>85%),NJ,2018-09-01,AP-49,609000.0
LN-00524,Condo,408000.0,0.86,High (>85%),NV,2020-05-22,AP-90,406000.0
LN-00525,Single Family,521000.0,0.67,Low (<70%),GA,2019-07-28,AP-65,518000.0
LN-00526,Condo,232000.0,0.94,High (>85%),CA,2020-04-09,AP-71,229000.0
LN-00527,Townhouse,1032000.0,0.66,Low (<70%),PA,2022-12-14,AP-19,1002000.0
LN-00528,Multi-Family,1068000.0,0.57,Low (<70%),AZ,2020-11-27,AP-42,1107000.0
LN-00529,Townhouse,897000.0,0.9,High (>85%),MD,2018-08-07,AP-15,925000.0
LN-00530,Townhouse,889000.0,0.8,Medium (70-85%),NV,2018-04-29,AP-24,931000.0
LN-00531,Townhouse,446000.0,0.59,Low (<70%),CA,2021-01-27,AP-75,445000.0
LN-00532,Single Family,663000.0,0.94,High (>85%),MA,2019-10-03,AP-30,646000.0
LN-00533,Townhouse,986000.0,0.87,High (>85%),IL,2019-06-11,AP-59,1030000.0
LN-00534,Condo,511000.0,0.94,High (>85%),PA,2022-01-15,AP-76,510000.0
LN-00535,Single Family,1082000.0,0.77,Medium (70-85%),NJ,2018-05-12,AP-76,1050000.0
LN-00536,Single Family,468000.0,0.65,Low (<70%),NV,2024-05-16,AP-75,470000.0
LN-00537,Multi-Family,780000.0,0.79,Medium (70-85%),NC,2023-08-19,AP-10,775000.0
LN-00538,Condo,1085000.0,0.73,Medium (70-85%),OH,2023-04-12,AP-16,1095000.0
LN-00539,Townhouse,427000.0,0.63,Low (<70%),NV,2021-01-22,AP-75,416000.0
LN-00540,Condo,862000.0,0.87,High (>85%),OH,2022-06-23,AP-68,887000.0
LN-00541,Multi-Family,714000.0,0.79,Medium (70-85%),TX,2022-07-10,AP-71,719000.0
LN-00542,Townhouse,257000.0,0.74,Medium (70-85%),AZ,2024-03-06,AP-36,250000.0
LN-00543,Multi-Family,448000.0,0.92,High (>85%),NC,2017-12-29,AP-19,436000.0
LN-00544,Condo,1277000.0,0.7,Low (<70%),GA,2019-09-05,AP-80,1326000.0
LN-00545,Townhouse,941000.0,0.8,Medium (70-85%),NY,2023-07-03,AP-17,984000.0
LN-00546,Condo,291000.0,0.92,High (>85%),NJ,2019-01-31,AP-19,295000.0
LN-00547,Single Family,308000.0,0.73,Medium (70-85%),MI,2018-04-07,AP-97,307000.0
LN-00548,Multi-Family,1464000.0,0.56,Low (<70%),TX,2017-11-06,AP-84,1487000.0
LN-00549,Single Family,129000.0,0.9,High (>85%),OH,2020-05-18,AP-87,134000.0
LN-00550,Single Family,787000.0,0.94,High (>85%),IL,2024-04-14,AP-88,809000.0
LN-00551,Condo,949000.0,0.87,High (>85%),NJ,2023-12-05,AP-15,984000.0
LN-00552,Multi-Family,285000.0,0.62,Low (<70%),CA,2020-02-02,AP-77,296000.0
LN-00553,Multi-Family,543000.0,0.79,Medium (70-85%),AZ,2020-11-04,AP-67,536000.0
LN-00554,Townhouse,1038000.0,0.86,High (>85%),OH,2020-01-17,AP-66,1047000.0
LN-00555,Single Family,604000.0,0.79,Medium (70-85%),TX,2024-05-22,AP-15,604000.0
LN-00556,Multi-Family,900000.0,0.69,Low (<70%),FL,2022-10-10,AP-12,874000.0
LN-00557,Townhouse,1229000.0,0.59,Low (<70%),CA,2018-05-04,AP-19,1283000.0
LN-00558,Condo,525000.0,0.89,High (>85%),TX,2018-11-15,AP-78,547000.0
LN-00559,Multi-Family,936000.0,0.72,Medium (70-85%),CA,2022-05-26,AP-90,927000.0
LN-00560,Condo,1170000.0,0.61,Low (<70%),NV,2023-06-01,AP-89,1149000.0
LN-00561,Single Family,129000.0,0.84,Medium (70-85%),PA,2023-08-26,AP-47,129000.0
LN-00562,Multi-Family,949000.0,0.65,Low (<70%),CA,2018-11-03,AP-48,955000.0
LN-00563,Multi-Family,257000.0,0.95,High (>85%),FL,2018-07-23,AP-87,259000.0
LN-00564,Single Family,529000.0,0.69,Low (<70%),MA,2020-12-10,AP-79,549000.0
LN-00565,Multi-Family,316000.0,0.93,High (>85%),TX,2018-12-15,AP-40,327000.0
LN-00566,Single Family,1373000.0,0.63,Low (<70%),AZ,2024-03-24,AP-54,1345000.0
LN-00567,Multi-Family,473000.0,0.59,Low (<70%),IL,2022-12-11,AP-91,479000.0
LN-00568,Townhouse,540000.0,0.73,Medium (70-85%),NY,2020-04-10,AP-77,543000.0
LN-00569,Townhouse,420000.0,0.88,High (>85%),IL,2020-10-21,AP-17,436000.0
LN-00570,Single Family,1535000.0,0.55,Low (<70%),IL,2021-10-26,AP-37,1528000.0
LN-00571,Condo,280000.0,0.87,High (>85%),NC,2020-10-11,AP-18,294000.0
LN-00572,Condo,664000.0,0.56,Low (<70%),CA,2019-03-29,AP-91,691000.0
LN-00573,Multi-Family,873000.0,0.6,Low (<70%),NY,2023-03-05,AP-76,916000.0
LN-00574,Multi-Family,554000.0,0.87,High (>85%),NV,2023-07-01,AP-92,576000.0
