LoanID,BranchID,LoanType,LoanPurpose,EmploymentType,OriginationDate,MaturityDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,LoanOfficerID
LN-00198,BR015,ARM 7/1,Purchase,Contract,2019-07-07,2034-07-07,2019,Q3-2019,472000.0,4.25,15,LO-137
LN-00199,BR010,Fixed 30-Year,Home Equity,Contract,2021-07-16,2051-07-16,2021,Q3-2021,729000.0,8.12,30,LO-934
LN-00200,BR018,Fixed 30-Year,Purchase,Salaried,2021-03-17,2051-03-17,2021,Q1-2021,110000.0,6.81,30,LO-986
LN-00201,BR011,Fixed 30-Year,Refinance,Contract,2022-06-27,2052-06-27,2022,Q2-2022,735000.0,5.65,30,LO-447
LN-00202,BR006,Fixed 30-Year,Purchase,Salaried,2023-10-28,2053-10-28,2023,Q4-2023,488000.0,8.33,30,LO-844
LN-00203,BR014,Fixed 30-Year,Purchase,Salaried,2024-02-13,2054-02-13,2024,Q1-2024,574000.0,7.77,30,LO-181
LN-00204,BR011,Fixed 15-Year,Purchase,Contract,2022-10-12,2037-10-12,2022,Q4-2022,331000.0,6.56,15,LO-459
LN-00205,BR015,Fixed 30-Year,Purchase,Salaried,2022-11-17,2052-11-17,2022,Q4-2022,793000.0,5.19,30,LO-176
LN-00206,BR013,Fixed 30-Year,Purchase,Contract,2018-05-08,2048-05-08,2018,Q2-2018,737000.0,6.99,30,LO-135
LN-00207,BR005,Fixed 30-Year,Home Equity,Salaried,2022-04-18,2052-04-18,2022,Q2-2022,718000.0,5.26,30,LO-719
LN-00208,BR005,Fixed 15-Year,Refinance,Retired,2018-11-11,2033-11-11,2018,Q4-2018,858000.0,5.3,15,LO-507
LN-00209,BR011,Fixed 15-Year,Purchase,Contract,2020-02-02,2035-02-02,2020,Q1-2020,285000.0,3.87,15,LO-675
LN-00210,BR004,Fixed 30-Year,Refinance,Contract,2021-03-15,2051-03-15,2021,Q1-2021,293000.0,5.7,30,LO-304
LN-00211,BR004,Fixed 30-Year,Home Equity,Retired,2022-12-29,2052-12-29,2022,Q4-2022,141000.0,4.2,30,LO-783
LN-00212,BR012,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2021-05-13,2036-05-13,2021,Q2-2021,531000.0,4.85,15,LO-912
LN-00213,BR012,Fixed 15-Year,Purchase,Contract,2019-07-23,2034-07-23,2019,Q3-2019,180000.0,4.36,15,LO-126
LN-00214,BR012,Fixed 15-Year,Purchase,Salaried,2024-03-09,2039-03-09,2024,Q1-2024,383000.0,7.67,15,LO-167
LN-00215,BR010,Fixed 30-Year,Refinance,Salaried,2022-08-10,2052-08-10,2022,Q3-2022,668000.0,5.88,30,LO-228
LN-00216,BR011,Fixed 15-Year,Purchase,Self-Employed,2021-11-12,2036-11-12,2021,Q4-2021,449000.0,6.99,15,LO-886
LN-00217,BR005,Fixed 30-Year,Purchase,Retired,2019-05-24,2049-05-24,2019,Q2-2019,827000.0,3.55,30,LO-268
LN-00218,BR006,Fixed 30-Year,Cash-Out Refinance,Salaried,2023-10-27,2053-10-27,2023,Q4-2023,662000.0,5.15,30,LO-356
LN-00219,BR007,Fixed 15-Year,Refinance,Salaried,2021-05-25,2036-05-25,2021,Q2-2021,532000.0,3.94,15,LO-614
LN-00220,BR006,Fixed 15-Year,Cash-Out Refinance,Salaried,2021-10-14,2036-10-14,2021,Q4-2021,556000.0,4.19,15,LO-945
LN-00221,BR001,Fixed 30-Year,Refinance,Contract,2020-12-20,2050-12-20,2020,Q4-2020,858000.0,7.49,30,LO-732
LN-00222,BR001,Fixed 30-Year,Purchase,Contract,2021-05-22,2051-05-22,2021,Q2-2021,594000.0,4.84,30,LO-404
LN-00223,BR015,Fixed 30-Year,Purchase,Retired,2023-06-07,2053-06-07,2023,Q2-2023,129000.0,5.67,30,LO-721
LN-00224,BR005,Fixed 30-Year,Home Equity,Self-Employed,2021-11-15,2051-11-15,2021,Q4-2021,669000.0,7.29,30,LO-878
LN-00225,BR012,Fixed 15-Year,Purchase,Self-Employed,2019-05-17,2034-05-17,2019,Q2-2019,167000.0,4.58,15,LO-244
LN-00226,BR004,Fixed 30-Year,Purchase,Self-Employed,2022-09-09,2052-09-09,2022,Q3-2022,855000.0,8.0,30,LO-933
LN-00227,BR011,ARM 7/1,Purchase,Contract,2019-10-15,2034-10-15,2019,Q4-2019,671000.0,4.29,15,LO-610
LN-00228,BR010,Fixed 30-Year,Home Equity,Self-Employed,2023-02-16,2053-02-16,2023,Q1-2023,154000.0,5.41,30,LO-697
LN-00229,BR012,Fixed 30-Year,Purchase,Salaried,2023-04-12,2053-04-12,2023,Q2-2023,311000.0,6.54,30,LO-967
LN-00230,BR004,Fixed 30-Year,Purchase,Contract,2022-07-10,2052-07-10,2022,Q3-2022,804000.0,7.25,30,LO-152
LN-00231,BR019,Fixed 15-Year,Purchase,Retired,2022-05-02,2037-05-02,2022,Q2-2022,377000.0,4.84,15,LO-945
LN-00232,BR020,Fixed 15-Year,Purchase,Retired,2022-06-02,2037-06-02,2022,Q2-2022,177000.0,8.61,15,LO-671
LN-00233,BR012,ARM 5/1,Purchase,Salaried,2023-08-11,2038-08-11,2023,Q3-2023,243000.0,6.05,15,LO-240
LN-00234,BR011,ARM 5/1,Purchase,Retired,2023-10-13,2038-10-13,2023,Q4-2023,506000.0,4.07,15,LO-266
LN-00235,BR013,ARM 7/1,Purchase,Contract,2021-10-09,2036-10-09,2021,Q4-2021,686000.0,4.9,15,LO-825
LN-00236,BR019,Fixed 30-Year,Home Equity,Retired,2019-03-25,2049-03-25,2019,Q1-2019,749000.0,5.28,30,LO-915
LN-00237,BR001,Fixed 15-Year,Refinance,Salaried,2024-06-27,2039-06-27,2024,Q2-2024,298000.0,6.86,15,LO-697
LN-00238,BR016,Fixed 30-Year,Purchase,Self-Employed,2022-04-07,2052-04-07,2022,Q2-2022,596000.0,6.66,30,LO-132
LN-00239,BR019,ARM 7/1,Purchase,Contract,2021-07-08,2036-07-08,2021,Q3-2021,170000.0,3.35,15,LO-807
LN-00240,BR007,Fixed 30-Year,Refinance,Self-Employed,2018-09-13,2048-09-13,2018,Q3-2018,715000.0,8.31,30,LO-674
LN-00241,BR011,ARM 7/1,Purchase,Retired,2019-12-11,2034-12-11,2019,Q4-2019,472000.0,5.32,15,LO-659
LN-00242,BR012,Fixed 15-Year,Refinance,Self-Employed,2020-12-18,2035-12-18,2020,Q4-2020,791000.0,6.99,15,LO-352
LN-00243,BR009,Fixed 15-Year,Refinance,Self-Employed,2021-05-04,2036-05-04,2021,Q2-2021,264000.0,8.6,15,LO-806
LN-00244,BR016,Fixed 30-Year,Purchase,Contract,2021-01-25,2051-01-25,2021,Q1-2021,366000.0,8.39,30,LO-504
LN-00245,BR012,ARM 7/1,Home Equity,Salaried,2021-03-24,2036-03-24,2021,Q1-2021,740000.0,4.85,15,LO-454
LN-00246,BR015,Fixed 15-Year,Purchase,Retired,2024-01-16,2039-01-16,2024,Q1-2024,693000.0,4.43,15,LO-240
LN-00247,BR004,Fixed 15-Year,Purchase,Self-Employed,2023-12-16,2038-12-16,2023,Q4-2023,561000.0,4.58,15,LO-153
LN-00248,BR004,Fixed 30-Year,Purchase,Self-Employed,2019-07-18,2049-07-18,2019,Q3-2019,668000.0,3.8,30,LO-516
LN-00249,BR016,Fixed 30-Year,Purchase,Salaried,2021-08-08,2051-08-08,2021,Q3-2021,244000.0,8.55,30,LO-887
LN-00250,BR003,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2018-06-02,2033-06-02,2018,Q2-2018,270000.0,7.31,15,LO-527
LN-00251,BR006,ARM 7/1,Purchase,Retired,2023-07-23,2038-07-23,2023,Q3-2023,110000.0,7.85,15,LO-997
LN-00252,BR002,Fixed 30-Year,Purchase,Contract,2021-10-04,2051-10-04,2021,Q4-2021,546000.0,3.84,30,LO-237
LN-00253,BR017,Fixed 30-Year,Refinance,Retired,2019-10-28,2049-10-28,2019,Q4-2019,238000.0,3.87,30,LO-835
LN-00254,BR006,Fixed 30-Year,Purchase,Contract,2020-03-02,2050-03-02,2020,Q1-2020,356000.0,4.87,30,LO-946
LN-00255,BR014,Fixed 15-Year,Home Equity,Contract,2020-01-27,2035-01-27,2020,Q1-2020,151000.0,6.93,15,LO-431
LN-00256,BR008,Fixed 30-Year,Home Equity,Retired,2020-12-29,2050-12-29,2020,Q4-2020,395000.0,5.71,30,LO-696
LN-00257,BR019,Fixed 30-Year,Refinance,Contract,2018-09-12,2048-09-12,2018,Q3-2018,616000.0,7.06,30,LO-414
LN-00258,BR006,Fixed 30-Year,Refinance,Retired,2021-06-27,2051-06-27,2021,Q2-2021,492000.0,8.17,30,LO-476
LN-00259,BR020,Fixed 30-Year,Refinance,Retired,2023-02-07,2053-02-07,2023,Q1-2023,865000.0,5.88,30,LO-525
LN-00260,BR018,ARM 7/1,Refinance,Salaried,2020-06-13,2035-06-13,2020,Q2-2020,701000.0,7.66,15,LO-638
LN-00261,BR015,Fixed 15-Year,Purchase,Self-Employed,2019-04-05,2034-04-05,2019,Q2-2019,377000.0,8.29,15,LO-686
LN-00262,BR018,Fixed 30-Year,Refinance,Contract,2019-04-22,2049-04-22,2019,Q2-2019,349000.0,6.11,30,LO-193
LN-00263,BR017,Fixed 30-Year,Purchase,Salaried,2022-08-29,2052-08-29,2022,Q3-2022,126000.0,3.98,30,LO-672
LN-00264,BR015,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2020-11-08,2035-11-08,2020,Q4-2020,333000.0,3.37,15,LO-692
LN-00265,BR003,Fixed 30-Year,Home Equity,Salaried,2018-09-04,2048-09-04,2018,Q3-2018,363000.0,3.6,30,LO-583
LN-00266,BR002,Fixed 30-Year,Purchase,Contract,2022-09-18,2052-09-18,2022,Q3-2022,228000.0,3.99,30,LO-559
LN-00267,BR013,Fixed 30-Year,Purchase,Retired,2024-01-18,2054-01-18,2024,Q1-2024,640000.0,6.89,30,LO-221
LN-00268,BR006,ARM 7/1,Cash-Out Refinance,Salaried,2020-07-01,2035-07-01,2020,Q3-2020,402000.0,3.95,15,LO-405
LN-00269,BR015,Fixed 15-Year,Purchase,Retired,2020-07-29,2035-07-29,2020,Q3-2020,526000.0,6.18,15,LO-258
LN-00270,BR009,Fixed 30-Year,Cash-Out Refinance,Contract,2018-05-12,2048-05-12,2018,Q2-2018,798000.0,7.46,30,LO-729
LN-00271,BR001,Fixed 30-Year,Refinance,Salaried,2023-01-03,2053-01-03,2023,Q1-2023,135000.0,6.52,30,LO-350
LN-00272,BR002,Fixed 30-Year,Purchase,Retired,2018-08-20,2048-08-20,2018,Q3-2018,272000.0,4.44,30,LO-339
LN-00273,BR019,Fixed 30-Year,Purchase,Self-Employed,2021-08-06,2051-08-06,2021,Q3-2021,570000.0,6.95,30,LO-776
LN-00274,BR017,Fixed 30-Year,Refinance,Contract,2019-12-19,2049-12-19,2019,Q4-2019,326000.0,3.59,30,LO-669
LN-00275,BR016,Fixed 30-Year,Refinance,Retired,2022-04-11,2052-04-11,2022,Q2-2022,362000.0,6.79,30,LO-813
LN-00276,BR014,Fixed 30-Year,Purchase,Self-Employed,2024-01-13,2054-01-13,2024,Q1-2024,326000.0,4.26,30,LO-407
LN-00277,BR005,ARM 5/1,Refinance,Self-Employed,2022-09-03,2037-09-03,2022,Q3-2022,830000.0,6.34,15,LO-497
LN-00278,BR008,Fixed 30-Year,Cash-Out Refinance,Salaried,2023-01-17,2053-01-17,2023,Q1-2023,351000.0,3.68,30,LO-648
LN-00279,BR007,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2018-06-11,2048-06-11,2018,Q2-2018,389000.0,6.58,30,LO-923
LN-00280,BR019,Fixed 15-Year,Purchase,Salaried,2021-09-25,2036-09-25,2021,Q3-2021,538000.0,5.89,15,LO-316
LN-00281,BR007,ARM 7/1,Cash-Out Refinance,Self-Employed,2023-05-16,2038-05-16,2023,Q2-2023,176000.0,8.75,15,LO-506
LN-00282,BR008,Fixed 15-Year,Refinance,Retired,2023-12-26,2038-12-26,2023,Q4-2023,716000.0,5.34,15,LO-367
LN-00283,BR012,Fixed 15-Year,Refinance,Retired,2023-04-08,2038-04-08,2023,Q2-2023,488000.0,3.79,15,LO-308
LN-00284,BR012,Fixed 30-Year,Purchase,Contract,2019-08-21,2049-08-21,2019,Q3-2019,117000.0,8.0,30,LO-402
LN-00285,BR005,Fixed 30-Year,Purchase,Retired,2020-10-03,2050-10-03,2020,Q4-2020,269000.0,6.38,30,LO-363
LN-00286,BR016,ARM 7/1,Refinance,Retired,2019-11-21,2034-11-21,2019,Q4-2019,606000.0,5.95,15,LO-273
LN-00287,BR005,Fixed 15-Year,Home Equity,Salaried,2024-01-30,2039-01-30,2024,Q1-2024,480000.0,8.29,15,LO-636
LN-00288,BR002,ARM 5/1,Refinance,Contract,2018-07-18,2033-07-18,2018,Q3-2018,141000.0,7.75,15,LO-240
LN-00289,BR008,Fixed 30-Year,Purchase,Contract,2023-02-11,2053-02-11,2023,Q1-2023,204000.0,4.45,30,LO-775
LN-00290,BR016,Fixed 30-Year,Purchase,Retired,2018-03-10,2048-03-10,2018,Q1-2018,516000.0,5.51,30,LO-648
LN-00291,BR010,Fixed 30-Year,Purchase,Salaried,2020-01-05,2050-01-05,2020,Q1-2020,747000.0,6.96,30,LO-636
LN-00292,BR005,Fixed 30-Year,Purchase,Contract,2021-12-22,2051-12-22,2021,Q4-2021,588000.0,4.64,30,LO-180
LN-00293,BR012,ARM 7/1,Purchase,Salaried,2020-07-14,2035-07-14,2020,Q3-2020,456000.0,4.59,15,LO-769
LN-00294,BR002,Fixed 30-Year,Refinance,Self-Employed,2018-08-18,2048-08-18,2018,Q3-2018,391000.0,6.29,30,LO-184
LN-00295,BR016,ARM 5/1,Cash-Out Refinance,Salaried,2019-01-26,2034-01-26,2019,Q1-2019,609000.0,5.07,15,LO-335
LN-00296,BR007,ARM 7/1,Purchase,Salaried,2021-01-15,2036-01-15,2021,Q1-2021,648000.0,6.37,15,LO-800
LN-00297,BR009,ARM 5/1,Purchase,Self-Employed,2021-07-12,2036-07-12,2021,Q3-2021,542000.0,3.43,15,LO-701
LN-00298,BR005,ARM 5/1,Purchase,Self-Employed,2018-11-12,2033-11-12,2018,Q4-2018,664000.0,5.44,15,LO-680
LN-00299,BR013,Fixed 15-Year,Refinance,Salaried,2019-07-28,2034-07-28,2019,Q3-2019,523000.0,5.36,15,LO-612
LN-00300,BR012,Fixed 30-Year,Refinance,Contract,2021-10-27,2051-10-27,2021,Q4-2021,438000.0,7.86,30,LO-892
LN-00301,BR011,Fixed 30-Year,Purchase,Contract,2023-07-03,2053-07-03,2023,Q3-2023,304000.0,8.71,30,LO-542
LN-00302,BR006,Fixed 15-Year,Refinance,Salaried,2021-04-24,2036-04-24,2021,Q2-2021,622000.0,3.72,15,LO-184
LN-00303,BR009,Fixed 30-Year,Purchase,Salaried,2022-05-15,2052-05-15,2022,Q2-2022,664000.0,6.74,30,LO-193
LN-00304,BR001,ARM 7/1,Purchase,Self-Employed,2019-02-23,2034-02-23,2019,Q1-2019,445000.0,7.44,15,LO-541
LN-00305,BR015,Fixed 15-Year,Purchase,Salaried,2019-01-03,2034-01-03,2019,Q1-2019,500000.0,3.82,15,LO-711
LN-00306,BR020,ARM 5/1,Purchase,Salaried,2022-08-22,2037-08-22,2022,Q3-2022,788000.0,3.32,15,LO-842
LN-00307,BR018,ARM 7/1,Refinance,Self-Employed,2019-11-26,2034-11-26,2019,Q4-2019,882000.0,6.4,15,LO-242
LN-00308,BR009,Fixed 30-Year,Purchase,Retired,2022-11-16,2052-11-16,2022,Q4-2022,484000.0,3.6,30,LO-595
LN-00309,BR003,Fixed 30-Year,Refinance,Self-Employed,2023-07-24,2053-07-24,2023,Q3-2023,854000.0,7.21,30,LO-568
LN-00310,BR004,Fixed 30-Year,Cash-Out Refinance,Retired,2022-04-06,2052-04-06,2022,Q2-2022,86000.0,5.43,30,LO-550
LN-00311,BR011,Fixed 30-Year,Purchase,Self-Employed,2019-07-12,2049-07-12,2019,Q3-2019,755000.0,6.83,30,LO-590
LN-00312,BR011,Fixed 30-Year,Home Equity,Self-Employed,2023-07-05,2053-07-05,2023,Q3-2023,407000.0,5.01,30,LO-433
LN-00313,BR013,Fixed 30-Year,Purchase,Self-Employed,2024-04-28,2054-04-28,2024,Q2-2024,724000.0,5.26,30,LO-798
LN-00314,BR018,Fixed 30-Year,Purchase,Retired,2020-05-08,2050-05-08,2020,Q2-2020,676000.0,8.44,30,LO-951
LN-00315,BR003,ARM 5/1,Purchase,Retired,2023-08-08,2038-08-08,2023,Q3-2023,732000.0,5.5,15,LO-347
LN-00316,BR009,Fixed 15-Year,Purchase,Contract,2018-10-30,2033-10-30,2018,Q4-2018,666000.0,7.59,15,LO-696
LN-00317,BR013,Fixed 15-Year,Purchase,Retired,2022-09-10,2037-09-10,2022,Q3-2022,837000.0,8.03,15,LO-818
LN-00318,BR018,Fixed 15-Year,Refinance,Retired,2020-10-13,2035-10-13,2020,Q4-2020,830000.0,3.85,15,LO-270
LN-00319,BR020,Fixed 30-Year,Home Equity,Retired,2022-06-25,2052-06-25,2022,Q2-2022,887000.0,6.98,30,LO-915
LN-00320,BR014,Fixed 30-Year,Refinance,Self-Employed,2023-10-26,2053-10-26,2023,Q4-2023,161000.0,4.47,30,LO-556
LN-00321,BR012,Fixed 30-Year,Purchase,Salaried,2023-08-12,2053-08-12,2023,Q3-2023,713000.0,6.49,30,LO-594
LN-00322,BR004,Fixed 30-Year,Purchase,Retired,2019-08-04,2049-08-04,2019,Q3-2019,835000.0,3.72,30,LO-566
LN-00323,BR007,Fixed 15-Year,Purchase,Retired,2023-01-28,2038-01-28,2023,Q1-2023,366000.0,3.79,15,LO-145
LN-00324,BR004,Fixed 30-Year,Home Equity,Self-Employed,2019-11-05,2049-11-05,2019,Q4-2019,361000.0,3.85,30,LO-628
LN-00325,BR006,Fixed 15-Year,Purchase,Contract,2023-03-08,2038-03-08,2023,Q1-2023,351000.0,5.6,15,LO-744
LN-00326,BR006,Fixed 30-Year,Purchase,Contract,2020-03-19,2050-03-19,2020,Q1-2020,619000.0,5.43,30,LO-498
LN-00327,BR001,Fixed 15-Year,Refinance,Self-Employed,2018-09-14,2033-09-14,2018,Q3-2018,249000.0,7.39,15,LO-474
LN-00328,BR011,Fixed 30-Year,Purchase,Retired,2023-06-28,2053-06-28,2023,Q2-2023,173000.0,6.94,30,LO-711
LN-00329,BR013,Fixed 15-Year,Refinance,Retired,2023-02-19,2038-02-19,2023,Q1-2023,561000.0,5.16,15,LO-729
LN-00330,BR019,Fixed 30-Year,Purchase,Retired,2021-06-04,2051-06-04,2021,Q2-2021,190000.0,3.9,30,LO-810
LN-00331,BR005,Fixed 15-Year,Purchase,Contract,2022-04-21,2037-04-21,2022,Q2-2022,423000.0,4.01,15,LO-750
LN-00332,BR018,Fixed 15-Year,Purchase,Retired,2024-03-22,2039-03-22,2024,Q1-2024,609000.0,8.75,15,LO-243
LN-00333,BR006,Fixed 30-Year,Home Equity,Contract,2022-01-10,2052-01-10,2022,Q1-2022,450000.0,3.54,30,LO-239
LN-00334,BR007,ARM 5/1,Purchase,Contract,2023-07-21,2038-07-21,2023,Q3-2023,870000.0,6.03,15,LO-525
LN-00335,BR015,Fixed 30-Year,Purchase,Retired,2020-06-22,2050-06-22,2020,Q2-2020,148000.0,3.42,30,LO-330
LN-00336,BR018,Fixed 30-Year,Purchase,Salaried,2023-07-22,2053-07-22,2023,Q3-2023,720000.0,6.36,30,LO-686
LN-00337,BR004,Fixed 30-Year,Cash-Out Refinance,Salaried,2024-01-30,2054-01-30,2024,Q1-2024,525000.0,8.7,30,LO-878
LN-00338,BR015,Fixed 15-Year,Purchase,Salaried,2020-10-10,2035-10-10,2020,Q4-2020,892000.0,3.81,15,LO-560
LN-00339,BR009,Fixed 30-Year,Refinance,Self-Employed,2019-04-26,2049-04-26,2019,Q2-2019,750000.0,5.66,30,LO-314
LN-00340,BR019,Fixed 15-Year,Purchase,Self-Employed,2022-10-20,2037-10-20,2022,Q4-2022,786000.0,6.61,15,LO-903
LN-00341,BR007,ARM 5/1,Purchase,Self-Employed,2023-12-21,2038-12-21,2023,Q4-2023,740000.0,6.39,15,LO-431
LN-00342,BR010,Fixed 30-Year,Purchase,Contract,2019-01-26,2049-01-26,2019,Q1-2019,299000.0,7.97,30,LO-160
LN-00343,BR009,ARM 5/1,Purchase,Retired,2020-10-19,2035-10-19,2020,Q4-2020,184000.0,8.01,15,LO-948
LN-00344,BR008,ARM 5/1,Refinance,Contract,2024-06-23,2039-06-23,2024,Q2-2024,635000.0,5.94,15,LO-484
LN-00345,BR015,Fixed 30-Year,Purchase,Retired,2022-07-09,2052-07-09,2022,Q3-2022,732000.0,7.48,30,LO-811
LN-00346,BR012,Fixed 30-Year,Refinance,Contract,2019-01-17,2049-01-17,2019,Q1-2019,480000.0,6.45,30,LO-750
LN-00347,BR012,ARM 5/1,Cash-Out Refinance,Contract,2022-10-26,2037-10-26,2022,Q4-2022,732000.0,5.44,15,LO-374
LN-00348,BR011,ARM 5/1,Cash-Out Refinance,Retired,2024-05-07,2039-05-07,2024,Q2-2024,357000.0,6.43,15,LO-798
LN-00349,BR002,Fixed 30-Year,Purchase,Self-Employed,2018-03-08,2048-03-08,2018,Q1-2018,593000.0,7.85,30,LO-551
LN-00350,BR015,Fixed 30-Year,Cash-Out Refinance,Retired,2019-06-25,2049-06-25,2019,Q2-2019,866000.0,4.36,30,LO-262
LN-00351,BR009,Fixed 30-Year,Purchase,Retired,2019-11-09,2049-11-09,2019,Q4-2019,376000.0,3.7,30,LO-843
LN-00352,BR008,Fixed 30-Year,Purchase,Self-Employed,2020-05-24,2050-05-24,2020,Q2-2020,155000.0,3.77,30,LO-707
LN-00353,BR008,Fixed 15-Year,Cash-Out Refinance,Contract,2021-11-08,2036-11-08,2021,Q4-2021,445000.0,3.29,15,LO-810
LN-00354,BR005,Fixed 30-Year,Purchase,Retired,2019-02-24,2049-02-24,2019,Q1-2019,268000.0,3.74,30,LO-406
LN-00355,BR005,Fixed 30-Year,Purchase,Salaried,2019-08-09,2049-08-09,2019,Q3-2019,747000.0,8.06,30,LO-724
LN-00356,BR006,Fixed 30-Year,Cash-Out Refinance,Contract,2019-09-13,2049-09-13,2019,Q3-2019,672000.0,6.7,30,LO-980
LN-00357,BR007,Fixed 30-Year,Purchase,Contract,2022-04-22,2052-04-22,2022,Q2-2022,162000.0,7.39,30,LO-422
LN-00358,BR005,Fixed 30-Year,Refinance,Salaried,2021-03-13,2051-03-13,2021,Q1-2021,609000.0,4.61,30,LO-968
LN-00359,BR010,Fixed 30-Year,Purchase,Salaried,2022-05-24,2052-05-24,2022,Q2-2022,578000.0,4.29,30,LO-902
LN-00360,BR008,Fixed 30-Year,Purchase,Salaried,2018-10-18,2048-10-18,2018,Q4-2018,172000.0,6.0,30,LO-469
LN-00361,BR011,Fixed 30-Year,Purchase,Self-Employed,2022-02-05,2052-02-05,2022,Q1-2022,786000.0,6.38,30,LO-881
LN-00362,BR016,ARM 7/1,Purchase,Self-Employed,2018-10-04,2033-10-04,2018,Q4-2018,712000.0,3.34,15,LO-140
LN-00363,BR002,ARM 7/1,Refinance,Contract,2023-08-15,2038-08-15,2023,Q3-2023,406000.0,4.83,15,LO-818
LN-00364,BR013,Fixed 30-Year,Purchase,Salaried,2021-02-10,2051-02-10,2021,Q1-2021,520000.0,6.64,30,LO-623
LN-00365,BR007,ARM 7/1,Purchase,Contract,2018-09-28,2033-09-28,2018,Q3-2018,207000.0,5.05,15,LO-847
LN-00366,BR008,Fixed 30-Year,Refinance,Salaried,2023-02-01,2053-02-01,2023,Q1-2023,151000.0,5.64,30,LO-416
LN-00367,BR006,Fixed 30-Year,Purchase,Retired,2019-11-03,2049-11-03,2019,Q4-2019,660000.0,7.11,30,LO-635
LN-00368,BR017,ARM 5/1,Refinance,Retired,2019-06-04,2034-06-04,2019,Q2-2019,671000.0,4.17,15,LO-850
LN-00369,BR004,ARM 5/1,Purchase,Retired,2021-01-19,2036-01-19,2021,Q1-2021,104000.0,7.69,15,LO-829
LN-00370,BR019,Fixed 15-Year,Purchase,Self-Employed,2018-08-16,2033-08-16,2018,Q3-2018,487000.0,6.06,15,LO-476
LN-00371,BR006,Fixed 30-Year,Purchase,Salaried,2019-04-18,2049-04-18,2019,Q2-2019,164000.0,6.41,30,LO-145
LN-00372,BR001,Fixed 30-Year,Purchase,Salaried,2019-09-07,2049-09-07,2019,Q3-2019,467000.0,5.36,30,LO-666
LN-00373,BR014,Fixed 30-Year,Purchase,Salaried,2021-08-03,2051-08-03,2021,Q3-2021,284000.0,8.29,30,LO-685
LN-00374,BR012,Fixed 30-Year,Cash-Out Refinance,Salaried,2020-07-03,2050-07-03,2020,Q3-2020,632000.0,3.54,30,LO-510
LN-00375,BR003,ARM 5/1,Purchase,Contract,2021-06-26,2036-06-26,2021,Q2-2021,790000.0,7.5,15,LO-108
LN-00376,BR012,Fixed 30-Year,Purchase,Contract,2020-09-20,2050-09-20,2020,Q3-2020,542000.0,4.92,30,LO-891
LN-00377,BR007,Fixed 15-Year,Purchase,Contract,2019-09-09,2034-09-09,2019,Q3-2019,528000.0,7.63,15,LO-124
LN-00378,BR008,Fixed 15-Year,Home Equity,Salaried,2018-02-09,2033-02-09,2018,Q1-2018,601000.0,7.06,15,LO-877
LN-00379,BR013,ARM 5/1,Home Equity,Contract,2023-12-11,2038-12-11,2023,Q4-2023,676000.0,3.82,15,LO-603
LN-00380,BR002,ARM 7/1,Home Equity,Contract,2018-06-29,2033-06-29,2018,Q2-2018,197000.0,4.79,15,LO-817
LN-00381,BR012,Fixed 30-Year,Purchase,Contract,2023-09-02,2053-09-02,2023,Q3-2023,693000.0,6.44,30,LO-176
LN-00382,BR019,Fixed 15-Year,Purchase,Retired,2020-08-27,2035-08-27,2020,Q3-2020,437000.0,8.55,15,LO-920
LN-00383,BR013,Fixed 15-Year,Purchase,Self-Employed,2021-01-18,2036-01-18,2021,Q1-2021,683000.0,5.0,15,LO-239
LN-00384,BR019,Fixed 30-Year,Purchase,Retired,2021-07-10,2051-07-10,2021,Q3-2021,167000.0,5.72,30,LO-888
LN-00385,BR007,Fixed 30-Year,Purchase,Retired,2019-01-06,2049-01-06,2019,Q1-2019,460000.0,7.94,30,LO-946
LN-00386,BR020,Fixed 30-Year,Refinance,Retired,2019-01-09,2049-01-09,2019,Q1-2019,765000.0,5.05,30,LO-505
LN-00387,BR017,Fixed 30-Year,Purchase,Contract,2019-12-14,2049-12-14,2019,Q4-2019,325000.0,7.76,30,LO-975
LN-00388,BR015,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2019-02-22,2034-02-22,2019,Q1-2019,531000.0,3.77,15,LO-224
LN-00389,BR001,Fixed 30-Year,Cash-Out Refinance,Retired,2020-03-22,2050-03-22,2020,Q1-2020,720000.0,4.47,30,LO-802
LN-00390,BR003,Fixed 15-Year,Home Equity,Self-Employed,2018-03-31,2033-03-31,2018,Q1-2018,292000.0,7.72,15,LO-761
LN-00391,BR015,ARM 5/1,Purchase,Contract,2021-09-20,2036-09-20,2021,Q3-2021,155000.0,7.91,15,LO-151
LN-00392,BR006,ARM 7/1,Purchase,Contract,2023-07-26,2038-07-26,2023,Q3-2023,435000.0,7.23,15,LO-276
LN-00393,BR012,Fixed 30-Year,Purchase,Self-Employed,2019-09-01,2049-09-01,2019,Q3-2019,233000.0,4.79,30,LO-762
LN-00394,BR010,Fixed 30-Year,Purchase,Self-Employed,2018-12-26,2048-12-26,2018,Q4-2018,804000.0,5.88,30,LO-529
LN-00395,BR007,Fixed 15-Year,Refinance,Contract,2024-02-05,2039-02-05,2024,Q1-2024,734000.0,4.62,15,LO-900
